Sales Person,Country,Product,Date,Amount,Boxes Shipped,Boxes Shipped_normalized,Country_Australia,Country_Canada,Country_India,Country_New Zealand,Country_UK,Country_USA
Barr Faughny,New Zealand,Fruit & Nut Bars,2022-04-26,"$1,687 ",147,0.2062146892655367,False,False,False,True,False,False
Oby Sorrel,Canada,Organic Choco Syrup,2022-07-05,"$1,232 ",74,0.10310734463276836,False,True,False,False,False,False
Madelene Upcott,UK,Organic Choco Syrup,2022-07-21,"$6,965 ",163,0.2288135593220339,False,False,False,False,True,False
Dotty Strutley,USA,Mint Chip Choco,2022-02-21,"$5,292 ",248,0.3488700564971751,False,False,False,False,False,True
Kelci Walkden,USA,Orange Choco,2022-02-03,"$1,379 ",138,0.19350282485875706,False,False,False,False,False,True
Gigi Bohling,Australia,Caramel Stuffed Bars,2022-07-08,"$8,001 ",151,0.211864406779661,True,False,False,False,False,False
Mallorie Waber,India,50% Dark Bites,2022-05-31,$588 ,139,0.19491525423728814,False,False,True,False,False,False
Van Tuxwell,New Zealand,Mint Chip Choco,2022-06-27,"$4,046 ",103,0.1440677966101695,False,False,False,True,False,False
Van Tuxwell,India,50% Dark Bites,2022-05-13,"$5,103 ",129,0.1807909604519774,False,False,True,False,False,False
Van Tuxwell,USA,Manuka Honey Choco,2022-05-31,"$2,317 ",102,0.1426553672316384,False,False,False,False,False,True
Wilone O'Kielt,USA,Orange Choco,2022-02-28,"$7,042 ",37,0.05084745762711865,False,False,False,False,False,True
Barr Faughny,New Zealand,Eclairs,2022-03-28,"$6,713 ",31,0.0423728813559322,False,False,False,True,False,False
Gigi Bohling,USA,After Nines,2022-01-14,"$1,848 ",227,0.3192090395480226,False,False,False,False,False,True
Barr Faughny,New Zealand,Mint Chip Choco,2022-02-21,"$6,440 ",145,0.2033898305084746,False,False,False,True,False,False
Dennison Crosswaite,Canada,85% Dark Bars,2022-08-01,"$10,885 ",90,0.12570621468926554,False,True,False,False,False,False
Beverie Moffet,New Zealand,Smooth Sliky Salty,2022-05-19,"$2,387 ",59,0.08192090395480225,False,False,False,True,False,False
Husein Augar,USA,White Choc,2022-07-13,"$2,030 ",60,0.08333333333333333,False,False,False,False,False,True
Andria Kimpton,Australia,Peanut Butter Cubes,2022-04-20,"$6,678 ",148,0.2076271186440678,True,False,False,False,False,False
Dennison Crosswaite,India,85% Dark Bars,2022-06-30,"$4,515 ",22,0.029661016949152543,False,False,True,False,False,False
Curtice Advani,UK,50% Dark Bites,2022-03-08,"$3,374 ",142,0.19915254237288135,False,False,False,False,True,False
Gunar Cockshoot,USA,Fruit & Nut Bars,2022-03-09,"$5,852 ",93,0.12994350282485875,False,False,False,False,False,True
Oby Sorrel,Canada,Raspberry Choco,2022-06-16,"$1,750 ",208,0.2923728813559322,False,True,False,False,False,False
Gigi Bohling,UK,Drinking Coco,2022-06-30,"$5,782 ",42,0.05790960451977401,False,False,False,False,True,False
Kelci Walkden,India,Mint Chip Choco,2022-07-28,"$2,870 ",120,0.16807909604519775,False,False,True,False,False,False
Karlen McCaffrey,Canada,Peanut Butter Cubes,2022-08-12,"$3,094 ",159,0.2231638418079096,False,True,False,False,False,False
Barr Faughny,UK,Mint Chip Choco,2022-07-07,"$3,724 ",316,0.4449152542372881,False,False,False,False,True,False
Barr Faughny,USA,85% Dark Bars,2022-08-25,"$12,761 ",47,0.06497175141242938,False,False,False,False,False,True
Husein Augar,Canada,Eclairs,2022-01-17,"$3,696 ",233,0.327683615819209,False,True,False,False,False,False
Jan Morforth,Australia,70% Dark Bites,2022-03-04,"$5,222 ",384,0.5409604519774012,True,False,False,False,False,False
Marney O'Breen,New Zealand,Fruit & Nut Bars,2022-08-25,"$8,939 ",4,0.00423728813559322,False,False,False,True,False,False
Ches Bonnell,UK,Peanut Butter Cubes,2022-04-15,"$2,156 ",260,0.365819209039548,False,False,False,False,True,False
Kaine Padly,USA,Organic Choco Syrup,2022-03-11,"$2,380 ",22,0.029661016949152543,False,False,False,False,False,True
Camilla Castle,USA,Raspberry Choco,2022-05-20,"$3,339 ",18,0.02401129943502825,False,False,False,False,False,True
Brien Boise,New Zealand,Manuka Honey Choco,2022-06-14,"$14,980 ",42,0.05790960451977401,False,False,False,True,False,False
Jehu Rudeforth,New Zealand,After Nines,2022-04-14,"$1,512 ",73,0.1016949152542373,False,False,False,True,False,False
Jehu Rudeforth,USA,Smooth Sliky Salty,2022-07-07,"$6,657 ",154,0.21610169491525424,False,False,False,False,False,True
Madelene Upcott,India,Mint Chip Choco,2022-08-24,"$3,836 ",71,0.09887005649717515,False,False,True,False,False,False
Jehu Rudeforth,India,Eclairs,2022-02-24,"$8,771 ",127,0.17796610169491525,False,False,True,False,False,False
Karlen McCaffrey,Canada,Raspberry Choco,2022-05-09,$651 ,224,0.3149717514124294,False,True,False,False,False,False
Kaine Padly,Australia,70% Dark Bites,2022-02-08,"$6,706 ",223,0.3135593220338983,True,False,False,False,False,False
Roddy Speechley,UK,70% Dark Bites,2022-03-24,"$1,421 ",284,0.3997175141242938,False,False,False,False,True,False
Rafaelita Blaksland,USA,Drinking Coco,2022-06-20,"$8,526 ",73,0.1016949152542373,False,False,False,False,False,True
Mallorie Waber,Canada,Manuka Honey Choco,2022-03-07,"$1,435 ",112,0.15677966101694915,False,True,False,False,False,False
Kaine Padly,Australia,Fruit & Nut Bars,2022-06-20,"$7,434 ",85,0.11864406779661017,True,False,False,False,False,False
Oby Sorrel,New Zealand,Organic Choco Syrup,2022-02-17,"$15,316 ",270,0.3799435028248588,False,False,False,True,False,False
Madelene Upcott,UK,99% Dark & Pure,2022-01-26,"$10,479 ",45,0.062146892655367235,False,False,False,False,True,False
Madelene Upcott,Australia,Mint Chip Choco,2022-05-02,"$2,751 ",153,0.21468926553672316,True,False,False,False,False,False
Curtice Advani,Canada,99% Dark & Pure,2022-07-07,"$12,586 ",7,0.00847457627118644,False,True,False,False,False,False
Rafaelita Blaksland,Australia,Baker's Choco Chips,2022-08-22,"$2,786 ",51,0.07062146892655367,True,False,False,False,False,False
Karlen McCaffrey,Australia,After Nines,2022-08-11,"$2,303 ",67,0.09322033898305085,True,False,False,False,False,False
Marney O'Breen,UK,99% Dark & Pure,2022-01-13,"$8,113 ",194,0.2725988700564972,False,False,False,False,True,False
Gunar Cockshoot,Australia,50% Dark Bites,2022-03-02,"$12,271 ",116,0.16242937853107345,True,False,False,False,False,False
Marney O'Breen,Australia,Choco Coated Almonds,2022-07-27,"$11,298 ",41,0.05649717514124294,True,False,False,False,False,False
Kelci Walkden,New Zealand,Drinking Coco,2022-03-10,"$15,855 ",111,0.1553672316384181,False,False,False,True,False,False
Beverie Moffet,USA,85% Dark Bars,2022-08-23,"$12,404 ",334,0.4703389830508475,False,False,False,False,False,True
Roddy Speechley,USA,Eclairs,2022-04-25,"$3,990 ",155,0.2175141242937853,False,False,False,False,False,True
Dennison Crosswaite,UK,Milk Bars,2022-03-07,"$10,808 ",407,0.5734463276836158,False,False,False,False,True,False
Wilone O'Kielt,UK,Organic Choco Syrup,2022-07-12,"$4,858 ",52,0.07203389830508475,False,False,False,False,True,False
Madelene Upcott,USA,Orange Choco,2022-05-16,"$7,742 ",138,0.19350282485875706,False,False,False,False,False,True
Gunar Cockshoot,India,Smooth Sliky Salty,2022-03-02,"$3,752 ",70,0.09745762711864407,False,False,True,False,False,False
Marney O'Breen,New Zealand,85% Dark Bars,2022-05-30,"$1,218 ",149,0.20903954802259886,False,False,False,True,False,False
Marney O'Breen,UK,Manuka Honey Choco,2022-06-10,"$10,983 ",179,0.2514124293785311,False,False,False,False,True,False
Brien Boise,USA,99% Dark & Pure,2022-07-25,"$6,769 ",353,0.4971751412429379,False,False,False,False,False,True
Beverie Moffet,New Zealand,Mint Chip Choco,2022-06-09,"$4,361 ",97,0.13559322033898305,False,False,False,True,False,False
Dennison Crosswaite,USA,Milk Bars,2022-05-12,$777 ,60,0.08333333333333333,False,False,False,False,False,True
Gunar Cockshoot,USA,Drinking Coco,2022-05-09,"$3,843 ",5,0.005649717514124294,False,False,False,False,False,True
Brien Boise,Canada,Manuka Honey Choco,2022-08-09,"$6,930 ",182,0.2556497175141243,False,True,False,False,False,False
Van Tuxwell,India,Choco Coated Almonds,2022-04-13,"$5,733 ",114,0.1596045197740113,False,False,True,False,False,False
Andria Kimpton,USA,Caramel Stuffed Bars,2022-05-02,"$8,393 ",46,0.0635593220338983,False,False,False,False,False,True
Dotty Strutley,USA,99% Dark & Pure,2022-08-09,"$3,822 ",320,0.4505649717514124,False,False,False,False,False,True
Camilla Castle,Australia,Raspberry Choco,2022-08-23,"$6,342 ",178,0.25,True,False,False,False,False,False
Gunar Cockshoot,India,Spicy Special Slims,2022-05-13,"$6,510 ",170,0.2387005649717514,False,False,True,False,False,False
Karlen McCaffrey,USA,Manuka Honey Choco,2022-02-01,"$10,171 ",67,0.09322033898305085,False,False,False,False,False,True
Camilla Castle,USA,50% Dark Bites,2022-06-23,"$5,908 ",301,0.423728813559322,False,False,False,False,False,True
Madelene Upcott,UK,Choco Coated Almonds,2022-05-24,"$10,164 ",134,0.18785310734463276,False,False,False,False,True,False
Jan Morforth,Canada,Mint Chip Choco,2022-04-01,"$1,064 ",211,0.2966101694915254,False,True,False,False,False,False
Camilla Castle,Canada,70% Dark Bites,2022-07-27,"$9,716 ",151,0.211864406779661,False,True,False,False,False,False
Ches Bonnell,India,Peanut Butter Cubes,2022-01-27,"$22,050 ",208,0.2923728813559322,False,False,True,False,False,False
Jan Morforth,India,Choco Coated Almonds,2022-08-12,"$2,541 ",134,0.18785310734463276,False,False,True,False,False,False
Gigi Bohling,Canada,Almond Choco,2022-02-01,"$9,989 ",49,0.06779661016949153,False,True,False,False,False,False
Rafaelita Blaksland,India,After Nines,2022-03-02,"$4,739 ",204,0.2867231638418079,False,False,True,False,False,False
Kelci Walkden,Australia,99% Dark & Pure,2022-06-30,"$3,185 ",34,0.046610169491525424,True,False,False,False,False,False
Dotty Strutley,Australia,Spicy Special Slims,2022-01-17,"$8,225 ",91,0.1271186440677966,True,False,False,False,False,False
Brien Boise,USA,Milk Bars,2022-07-07,"$14,301 ",130,0.18220338983050846,False,False,False,False,False,True
Mallorie Waber,New Zealand,Mint Chip Choco,2022-01-31,"$1,316 ",107,0.1497175141242938,False,False,False,True,False,False
Beverie Moffet,UK,99% Dark & Pure,2022-08-10,"$3,486 ",121,0.1694915254237288,False,False,False,False,True,False
Beverie Moffet,USA,Peanut Butter Cubes,2022-08-18,"$13,930 ",339,0.4774011299435028,False,False,False,False,False,True
Brien Boise,New Zealand,White Choc,2022-06-15,"$5,509 ",321,0.4519774011299435,False,False,False,True,False,False
Marney O'Breen,USA,Baker's Choco Chips,2022-01-26,"$8,470 ",9,0.011299435028248588,False,False,False,False,False,True
Kelci Walkden,USA,Spicy Special Slims,2022-04-29,$77 ,69,0.096045197740113,False,False,False,False,False,True
Mallorie Waber,Canada,White Choc,2022-03-03,"$3,381 ",72,0.10028248587570622,False,True,False,False,False,False
Kaine Padly,Australia,Almond Choco,2022-02-22,"$4,102 ",392,0.5522598870056498,True,False,False,False,False,False
Oby Sorrel,USA,Smooth Sliky Salty,2022-03-04,"$3,577 ",158,0.22175141242937854,False,False,False,False,False,True
Dennison Crosswaite,India,Smooth Sliky Salty,2022-07-07,"$2,975 ",9,0.011299435028248588,False,False,True,False,False,False
Camilla Castle,New Zealand,Caramel Stuffed Bars,2022-06-17,"$4,137 ",347,0.4887005649717514,False,False,False,True,False,False
Jan Morforth,Canada,Caramel Stuffed Bars,2022-08-02,"$9,541 ",114,0.1596045197740113,False,True,False,False,False,False
Oby Sorrel,USA,Baker's Choco Chips,2022-08-12,"$8,001 ",120,0.16807909604519775,False,False,False,False,False,True
Madelene Upcott,New Zealand,Peanut Butter Cubes,2022-01-28,"$5,152 ",333,0.4689265536723164,False,False,False,True,False,False
Kelci Walkden,Australia,Orange Choco,2022-04-29,"$11,116 ",432,0.6087570621468926,True,False,False,False,False,False
Marney O'Breen,Australia,Manuka Honey Choco,2022-04-05,"$13,076 ",236,0.3319209039548023,True,False,False,False,False,False
Kaine Padly,Canada,Manuka Honey Choco,2022-01-18,"$10,213 ",135,0.18926553672316385,False,True,False,False,False,False
Jehu Rudeforth,UK,Baker's Choco Chips,2022-05-16,"$2,485 ",97,0.13559322033898305,False,False,False,False,True,False
Kelci Walkden,Australia,White Choc,2022-08-24,"$8,715 ",168,0.23587570621468926,True,False,False,False,False,False
Curtice Advani,India,85% Dark Bars,2022-01-18,$273 ,402,0.5663841807909604,False,False,True,False,False,False
Kaine Padly,USA,Eclairs,2022-08-22,"$7,623 ",10,0.012711864406779662,False,False,False,False,False,True
Gunar Cockshoot,UK,99% Dark & Pure,2022-03-07,$7 ,84,0.1172316384180791,False,False,False,False,True,False
Beverie Moffet,UK,Choco Coated Almonds,2022-03-04,"$3,010 ",69,0.096045197740113,False,False,False,False,True,False
Dotty Strutley,Canada,Manuka Honey Choco,2022-04-22,"$11,550 ",111,0.1553672316384181,False,True,False,False,False,False
Kaine Padly,Australia,Milk Bars,2022-06-09,"$4,046 ",89,0.12429378531073447,True,False,False,False,False,False
Jan Morforth,Canada,Fruit & Nut Bars,2022-07-25,"$8,904 ",199,0.2796610169491525,False,True,False,False,False,False
Jan Morforth,India,Smooth Sliky Salty,2022-08-03,"$11,298 ",89,0.12429378531073447,False,False,True,False,False,False
Rafaelita Blaksland,Australia,Manuka Honey Choco,2022-08-03,"$4,396 ",131,0.18361581920903955,True,False,False,False,False,False
Jehu Rudeforth,UK,Milk Bars,2022-05-03,"$12,068 ",227,0.3192090395480226,False,False,False,False,True,False
Husein Augar,Canada,After Nines,2022-01-19,"$9,772 ",301,0.423728813559322,False,True,False,False,False,False
Roddy Speechley,USA,50% Dark Bites,2022-02-11,"$10,458 ",316,0.4449152542372881,False,False,False,False,False,True
Van Tuxwell,India,Almond Choco,2022-06-14,"$6,426 ",390,0.5494350282485876,False,False,True,False,False,False
Kelci Walkden,USA,50% Dark Bites,2022-03-23,"$6,188 ",223,0.3135593220338983,False,False,False,False,False,True
Madelene Upcott,Canada,85% Dark Bars,2022-02-17,"$7,504 ",101,0.14124293785310735,False,True,False,False,False,False
Dennison Crosswaite,Canada,Smooth Sliky Salty,2022-03-17,"$1,750 ",479,0.6751412429378532,False,True,False,False,False,False
Mallorie Waber,Australia,Spicy Special Slims,2022-06-29,"$5,439 ",287,0.403954802259887,True,False,False,False,False,False
Ches Bonnell,Canada,Choco Coated Almonds,2022-08-24,"$15,547 ",269,0.3785310734463277,False,True,False,False,False,False
Gigi Bohling,Canada,Spicy Special Slims,2022-07-04,"$11,956 ",277,0.3898305084745763,False,True,False,False,False,False
Roddy Speechley,New Zealand,Almond Choco,2022-03-28,"$2,723 ",67,0.09322033898305085,False,False,False,True,False,False
Curtice Advani,India,Smooth Sliky Salty,2022-04-19,"$19,327 ",135,0.18926553672316385,False,False,True,False,False,False
Ches Bonnell,New Zealand,Mint Chip Choco,2022-01-18,"$9,058 ",229,0.3220338983050847,False,False,False,True,False,False
Van Tuxwell,New Zealand,Fruit & Nut Bars,2022-01-17,"$2,996 ",88,0.1228813559322034,False,False,False,True,False,False
Andria Kimpton,New Zealand,Mint Chip Choco,2022-02-15,"$8,848 ",211,0.2966101694915254,False,False,False,True,False,False
Andria Kimpton,UK,Milk Bars,2022-02-11,"$14,336 ",293,0.4124293785310734,False,False,False,False,True,False
Camilla Castle,USA,Manuka Honey Choco,2022-03-21,"$16,401 ",179,0.2514124293785311,False,False,False,False,False,True
Gunar Cockshoot,New Zealand,Almond Choco,2022-01-05,"$5,173 ",129,0.1807909604519774,False,False,False,True,False,False
Brien Boise,India,Raspberry Choco,2022-05-30,"$6,328 ",164,0.23022598870056496,False,False,True,False,False,False
Jehu Rudeforth,USA,99% Dark & Pure,2022-01-04,"$2,534 ",219,0.307909604519774,False,False,False,False,False,True
Beverie Moffet,Australia,Fruit & Nut Bars,2022-04-22,"$1,435 ",258,0.3629943502824859,True,False,False,False,False,False
Gigi Bohling,Canada,Milk Bars,2022-02-10,"$3,052 ",116,0.16242937853107345,False,True,False,False,False,False
Dotty Strutley,India,Spicy Special Slims,2022-08-12,$910 ,204,0.2867231638418079,False,False,True,False,False,False
Gunar Cockshoot,USA,Organic Choco Syrup,2022-08-10,"$2,331 ",321,0.4519774011299435,False,False,False,False,False,True
Kelci Walkden,Australia,Raspberry Choco,2022-06-07,$679 ,56,0.07768361581920905,True,False,False,False,False,False
Jehu Rudeforth,India,Baker's Choco Chips,2022-06-06,"$2,086 ",74,0.10310734463276836,False,False,True,False,False,False
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2022-04-05,"$5,012 ",189,0.2655367231638418,False,False,False,True,False,False
Wilone O'Kielt,USA,50% Dark Bites,2022-04-18,"$4,501 ",131,0.18361581920903955,False,False,False,False,False,True
Andria Kimpton,India,50% Dark Bites,2022-01-31,"$13,482 ",15,0.01977401129943503,False,False,True,False,False,False
Madelene Upcott,USA,Baker's Choco Chips,2022-08-22,"$5,621 ",140,0.1963276836158192,False,False,False,False,False,True
Jehu Rudeforth,Australia,99% Dark & Pure,2022-02-25,"$10,486 ",198,0.2782485875706215,True,False,False,False,False,False
Jan Morforth,Australia,Mint Chip Choco,2022-02-22,"$17,626 ",103,0.1440677966101695,True,False,False,False,False,False
Oby Sorrel,New Zealand,Milk Bars,2022-01-12,"$4,494 ",187,0.2627118644067797,False,False,False,True,False,False
Brien Boise,UK,Almond Choco,2022-05-25,$105 ,125,0.1751412429378531,False,False,False,False,True,False
Kelci Walkden,India,Smooth Sliky Salty,2022-02-01,"$2,464 ",8,0.009887005649717515,False,False,True,False,False,False
Rafaelita Blaksland,UK,Eclairs,2022-04-27,"$1,379 ",70,0.09745762711864407,False,False,False,False,True,False
Gigi Bohling,USA,Smooth Sliky Salty,2022-07-22,"$2,583 ",126,0.1765536723163842,False,False,False,False,False,True
Curtice Advani,New Zealand,Mint Chip Choco,2022-01-26,"$3,220 ",265,0.3728813559322034,False,False,False,True,False,False
Curtice Advani,USA,Mint Chip Choco,2022-08-24,"$4,802 ",296,0.4166666666666667,False,False,False,False,False,True
Madelene Upcott,New Zealand,Fruit & Nut Bars,2022-01-18,"$5,677 ",21,0.02824858757062147,False,False,False,True,False,False
Karlen McCaffrey,India,85% Dark Bars,2022-03-30,$945 ,83,0.11581920903954802,False,False,True,False,False,False
Ches Bonnell,Australia,Caramel Stuffed Bars,2022-01-17,"$8,757 ",162,0.2274011299435028,True,False,False,False,False,False
Kelci Walkden,USA,Fruit & Nut Bars,2022-02-17,"$4,816 ",145,0.2033898305084746,False,False,False,False,False,True
Kelci Walkden,Canada,Peanut Butter Cubes,2022-04-08,"$7,532 ",44,0.06073446327683616,False,True,False,False,False,False
Gigi Bohling,Canada,Drinking Coco,2022-07-06,"$3,549 ",82,0.11440677966101695,False,True,False,False,False,False
Husein Augar,India,Fruit & Nut Bars,2022-04-04,"$4,340 ",226,0.3177966101694915,False,False,True,False,False,False
Jan Morforth,New Zealand,Organic Choco Syrup,2022-03-02,"$1,799 ",207,0.2909604519774011,False,False,False,True,False,False
Gigi Bohling,New Zealand,Raspberry Choco,2022-08-09,"$1,127 ",176,0.24717514124293785,False,False,False,True,False,False
Dennison Crosswaite,Australia,Milk Bars,2022-06-09,"$10,038 ",286,0.4025423728813559,True,False,False,False,False,False
Ches Bonnell,UK,Caramel Stuffed Bars,2022-06-02,"$2,926 ",300,0.422316384180791,False,False,False,False,True,False
Van Tuxwell,USA,Fruit & Nut Bars,2022-07-05,"$6,279 ",235,0.3305084745762712,False,False,False,False,False,True
Andria Kimpton,Canada,Eclairs,2022-08-11,$308 ,125,0.1751412429378531,False,True,False,False,False,False
Madelene Upcott,India,Choco Coated Almonds,2022-02-11,"$3,500 ",145,0.2033898305084746,False,False,True,False,False,False
Kelci Walkden,New Zealand,Spicy Special Slims,2022-08-11,$658 ,65,0.0903954802259887,False,False,False,True,False,False
Roddy Speechley,Australia,Drinking Coco,2022-05-12,"$12,565 ",102,0.1426553672316384,True,False,False,False,False,False
Wilone O'Kielt,USA,Milk Bars,2022-07-15,"$5,012 ",93,0.12994350282485875,False,False,False,False,False,True
Andria Kimpton,India,Organic Choco Syrup,2022-01-18,"$3,955 ",134,0.18785310734463276,False,False,True,False,False,False
Madelene Upcott,UK,Fruit & Nut Bars,2022-01-05,"$8,512 ",189,0.2655367231638418,False,False,False,False,True,False
Curtice Advani,Australia,50% Dark Bites,2022-06-29,$504 ,232,0.326271186440678,True,False,False,False,False,False
Brien Boise,Canada,Raspberry Choco,2022-06-14,"$2,800 ",45,0.062146892655367235,False,True,False,False,False,False
Gunar Cockshoot,India,Mint Chip Choco,2022-08-08,"$4,256 ",67,0.09322033898305085,False,False,True,False,False,False
Dennison Crosswaite,India,Mint Chip Choco,2022-03-23,"$13,573 ",138,0.19350282485875706,False,False,True,False,False,False
Barr Faughny,India,Caramel Stuffed Bars,2022-01-04,"$6,566 ",99,0.1384180790960452,False,False,True,False,False,False
Brien Boise,India,Milk Bars,2022-02-22,"$13,503 ",251,0.3531073446327684,False,False,True,False,False,False
Beverie Moffet,UK,Spicy Special Slims,2022-02-17,"$8,680 ",252,0.3545197740112994,False,False,False,False,True,False
Barr Faughny,USA,Almond Choco,2022-02-03,$385 ,78,0.10875706214689265,False,False,False,False,False,True
Van Tuxwell,Canada,Raspberry Choco,2022-03-17,"$1,267 ",130,0.18220338983050846,False,True,False,False,False,False
Wilone O'Kielt,Australia,Baker's Choco Chips,2022-01-25,"$2,961 ",154,0.21610169491525424,True,False,False,False,False,False
Brien Boise,Australia,Milk Bars,2022-07-27,"$1,981 ",52,0.07203389830508475,True,False,False,False,False,False
Husein Augar,Australia,Fruit & Nut Bars,2022-01-28,"$7,959 ",53,0.07344632768361582,True,False,False,False,False,False
Madelene Upcott,Australia,Organic Choco Syrup,2022-07-05,"$10,794 ",50,0.0692090395480226,True,False,False,False,False,False
Van Tuxwell,India,White Choc,2022-03-15,"$1,897 ",44,0.06073446327683616,False,False,True,False,False,False
Gunar Cockshoot,Canada,After Nines,2022-08-04,"$2,744 ",200,0.2810734463276836,False,True,False,False,False,False
Jan Morforth,USA,Fruit & Nut Bars,2022-06-27,"$4,382 ",361,0.5084745762711864,False,False,False,False,False,True
Jan Morforth,Canada,After Nines,2022-07-13,"$4,515 ",172,0.24152542372881355,False,True,False,False,False,False
Barr Faughny,New Zealand,Manuka Honey Choco,2022-02-24,"$5,474 ",239,0.3361581920903955,False,False,False,True,False,False
Karlen McCaffrey,New Zealand,85% Dark Bars,2022-06-28,"$6,069 ",55,0.07627118644067797,False,False,False,True,False,False
Oby Sorrel,Australia,85% Dark Bars,2022-06-30,"$6,944 ",27,0.03672316384180791,True,False,False,False,False,False
Curtice Advani,Canada,Choco Coated Almonds,2022-08-18,"$5,859 ",7,0.00847457627118644,False,True,False,False,False,False
Kaine Padly,India,70% Dark Bites,2022-01-24,"$12,173 ",301,0.423728813559322,False,False,True,False,False,False
Beverie Moffet,USA,White Choc,2022-03-11,"$5,292 ",134,0.18785310734463276,False,False,False,False,False,True
Ches Bonnell,New Zealand,After Nines,2022-06-23,"$5,705 ",350,0.4929378531073446,False,False,False,True,False,False
Husein Augar,India,Spicy Special Slims,2022-08-22,"$2,492 ",33,0.04519774011299435,False,False,True,False,False,False
Gunar Cockshoot,Canada,50% Dark Bites,2022-01-04,"$3,024 ",23,0.031073446327683617,False,True,False,False,False,False
Curtice Advani,India,Milk Bars,2022-04-05,"$3,437 ",201,0.2824858757062147,False,False,True,False,False,False
Beverie Moffet,India,Milk Bars,2022-04-15,"$1,869 ",323,0.4548022598870056,False,False,True,False,False,False
Husein Augar,Australia,White Choc,2022-05-11,"$3,171 ",220,0.3093220338983051,True,False,False,False,False,False
Andria Kimpton,Canada,Manuka Honey Choco,2022-07-21,"$4,858 ",488,0.6878531073446328,False,True,False,False,False,False
Jan Morforth,New Zealand,Orange Choco,2022-02-11,"$1,225 ",84,0.1172316384180791,False,False,False,True,False,False
Andria Kimpton,Canada,Smooth Sliky Salty,2022-07-08,"$1,155 ",79,0.11016949152542373,False,True,False,False,False,False
Gunar Cockshoot,UK,Raspberry Choco,2022-08-11,"$6,811 ",344,0.4844632768361582,False,False,False,False,True,False
Husein Augar,New Zealand,After Nines,2022-08-04,"$6,433 ",7,0.00847457627118644,False,False,False,True,False,False
Andria Kimpton,New Zealand,Orange Choco,2022-06-14,"$8,169 ",88,0.1228813559322034,False,False,False,True,False,False
Dennison Crosswaite,UK,Baker's Choco Chips,2022-01-17,"$2,275 ",275,0.3870056497175141,False,False,False,False,True,False
Jehu Rudeforth,Canada,Orange Choco,2022-06-23,"$3,857 ",512,0.7217514124293786,False,True,False,False,False,False
Jehu Rudeforth,UK,Smooth Sliky Salty,2022-08-24,"$1,463 ",113,0.15819209039548024,False,False,False,False,True,False
Andria Kimpton,UK,Caramel Stuffed Bars,2022-06-07,"$7,924 ",275,0.3870056497175141,False,False,False,False,True,False
Jan Morforth,UK,White Choc,2022-06-22,"$8,799 ",47,0.06497175141242938,False,False,False,False,True,False
Dotty Strutley,USA,Fruit & Nut Bars,2022-07-13,"$2,898 ",276,0.3884180790960452,False,False,False,False,False,True
Kelci Walkden,UK,Choco Coated Almonds,2022-05-24,"$9,506 ",212,0.2980225988700565,False,False,False,False,True,False
Gunar Cockshoot,New Zealand,After Nines,2022-08-09,"$7,175 ",145,0.2033898305084746,False,False,False,True,False,False
Kaine Padly,Canada,85% Dark Bars,2022-04-06,"$1,729 ",31,0.0423728813559322,False,True,False,False,False,False
Jan Morforth,New Zealand,Manuka Honey Choco,2022-07-28,"$1,589 ",271,0.3813559322033898,False,False,False,True,False,False
Gunar Cockshoot,New Zealand,Raspberry Choco,2022-08-24,$630 ,52,0.07203389830508475,False,False,False,True,False,False
Van Tuxwell,Australia,99% Dark & Pure,2022-01-17,$112 ,128,0.17937853107344634,True,False,False,False,False,False
Curtice Advani,USA,Drinking Coco,2022-02-07,"$5,187 ",142,0.19915254237288135,False,False,False,False,False,True
Brien Boise,Australia,Spicy Special Slims,2022-05-09,"$6,223 ",256,0.3601694915254237,True,False,False,False,False,False
Mallorie Waber,New Zealand,85% Dark Bars,2022-06-06,"$7,714 ",106,0.1483050847457627,False,False,False,True,False,False
Wilone O'Kielt,USA,Choco Coated Almonds,2022-06-06,"$9,457 ",6,0.007062146892655367,False,False,False,False,False,True
Beverie Moffet,New Zealand,Organic Choco Syrup,2022-05-24,"$6,678 ",226,0.3177966101694915,False,False,False,True,False,False
Gunar Cockshoot,UK,50% Dark Bites,2022-01-13,"$2,107 ",121,0.1694915254237288,False,False,False,False,True,False
Marney O'Breen,USA,Raspberry Choco,2022-05-23,"$6,069 ",151,0.211864406779661,False,False,False,False,False,True
Jehu Rudeforth,UK,White Choc,2022-06-29,"$1,862 ",284,0.3997175141242938,False,False,False,False,True,False
Jehu Rudeforth,New Zealand,85% Dark Bars,2022-03-11,"$6,972 ",89,0.12429378531073447,False,False,False,True,False,False
Dotty Strutley,USA,85% Dark Bars,2022-04-25,"$10,220 ",508,0.7161016949152542,False,False,False,False,False,True
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2022-05-30,"$3,969 ",243,0.3418079096045198,True,False,False,False,False,False
Curtice Advani,India,Manuka Honey Choco,2022-05-23,"$1,547 ",170,0.2387005649717514,False,False,True,False,False,False
Mallorie Waber,USA,Peanut Butter Cubes,2022-05-23,"$1,162 ",18,0.02401129943502825,False,False,False,False,False,True
Van Tuxwell,Canada,Peanut Butter Cubes,2022-06-24,"$6,342 ",282,0.3968926553672316,False,True,False,False,False,False
